Edad,Ingresos_anuales,Calificacion_crediticia,Estado_laboral,Nivel_educativo,Experiencia_laboral,Monto_prestamo,Duración_prestamo,Estado_civil,Numero_dependientes,propiedad_vivienda,Pagos_mensuales,Tasa_tarjeta_credito,lineas_credito_abiertas,Consultas_credito,Deuda_ingreso,Historial_quiebras,Proposito_prestamo,Incumplimiento_préstamos_anteriores,Historial_pagos,Duracion_credito,Saldo_cuenta_ahorros,Saldo_cuenta_corriente,Activos_totales,Pasivos_totales,Ingresos_mensuales,Historial_pagos_facturas,Antiguedad_empleo,Patrimonio_neto,Tasa_interes_base,Tasa _interes,Pago_mensual_prestamo,Deuda_ingreso.1,Prestamo_aprobado,Calificacion_riesgo
58,65582,652,1,2,35,32442,60,3,2,2,178,0.462075383,2,2,0.391023825,0,4,0,27,1,896,785,199611,76889,5465.166667,0.670976387,5,122722,0.211442,0.210327418,878.2627238,0.193271823,0,49.0
50,71559,629,1,1,26,14656,48,3,3,3,828,0.288146107,1,2,0.34178483,0,1,0,17,15,6836,787,46896,42759,5963.25,0.876031434,5,4137,0.195156,0.201479085,447.1431704,0.213833592,0,51.0
30,55873,541,1,2,9,21741,36,4,0,3,524,0.2352887,4,0,0.476758917,0,2,0,24,10,3384,1152,26585,45855,4656.083333,0.781629515,7,7078,0.236241,0.249660963,864.0285792,0.298110768,0,56.0
36,44306,532,1,1,10,19974,24,2,3,3,174,0.428373053,1,1,0.161163009,0,3,0,24,1,14781,406,63310,14873,3692.166667,0.90353517,7,48437,0.228974,0.216719655,1032.981461,0.326903298,0,56.0
41,69439,574,2,3,16,29234,60,2,1,1,283,0.280821615,0,0,0.251619597,0,2,0,22,14,14917,338,38938,5488,5786.583333,0.65281482,1,33450,0.247234,0.247673237,854.0733686,0.196501684,0,55.0
31,54517,454,1,2,6,12662,36,2,1,2,622,0.029879945,2,0,0.639173297,0,4,0,19,19,3160,1743,351827,84852,4543.083333,0.732986888,5,266975,0.270662,0.275771217,520.8572197,0.251559819,1,40.8
60,30212,618,1,2,37,14367,24,4,1,2,636,0.197000489,0,1,0.424150402,0,4,0,28,19,6039,3632,110639,18614,2517.666667,0.841572006,5,92025,0.180367,0.184214169,720.1883852,0.538668761,0,51.0
41,66864,603,1,2,21,12287,36,2,4,2,642,0.628129034,1,0,0.276400638,0,4,0,32,16,766,1240,19415,135626,5572.0,0.977136775,4,1294,0.195787,0.196514205,454.449576,0.196778459,1,40.8
18,42480,606,1,2,0,10236,96,2,1,3,415,0.276867166,3,1,0.178528403,0,2,0,26,15,23743,689,112354,17031,3540.0,0.837442657,7,95323,0.242236,0.262852025,256.2184701,0.189609737,0,46.0
44,37040,568,1,1,25,32920,36,3,3,3,155,0.171511063,4,0,0.314532512,0,2,0,27,10,9060,272,32515,49090,3086.666667,0.832131166,4,7711,0.23392,0.22445414,1264.828018,0.459987479,0,54.0
35,84984,462,1,3,13,50383,60,2,1,3,233,0.282339182,1,1,0.328207539,0,5,0,33,9,8038,918,16025,38262,7082.0,0.734266158,5,1004,0.324383,0.273097126,1547.801485,0.251454601,0,54.0
39,28892,632,1,1,16,26048,48,1,2,3,211,0.132861944,4,1,0.252223503,0,4,0,21,10,1109,3357,103887,18365,2407.666667,0.63271981,7,85522,0.205048,0.191815558,781.3360006,0.412156722,0,48.0
35,38932,539,1,3,8,27280,12,1,2,2,692,0.056434235,5,0,0.341155312,0,3,0,28,10,6066,938,79684,28506,3244.333333,0.682491607,5,51178,0.22278,0.224800264,2559.561217,1.002227849,0,52.0
49,32389,619,1,2,26,13839,60,3,1,4,770,0.332017461,1,0,0.410668328,0,2,1,40,13,12271,651,128083,43249,2699.083333,0.867616064,7,84834,0.209339,0.210214932,374.5587857,0.424054631,0,58.0
53,36277,530,1,1,30,15197,108,1,0,4,295,0.352691988,3,0,0.338895864,0,5,0,24,13,5026,650,46866,193439,3023.083333,0.672273214,2,3020,0.295197,0.257867492,363.1104839,0.217695118,0,55.0
43,218116,587,1,2,21,25017,72,2,0,1,650,0.068274185,1,2,0.032854789,0,2,0,20,4,3337,247,90954,20017,18176.33333,0.891568117,9,70937,0.246517,0.225352547,636.5530562,0.070781771,1,38.4
35,33774,491,1,4,15,67194,24,2,1,4,236,0.180691801,1,1,0.127590002,0,3,0,20,25,541,191,29991,34374,2814.5,0.971157845,5,1819,0.296694,0.299077241,3753.815153,1.417592877,0,50.0
39,41840,520,1,2,16,17052,84,1,2,4,732,0.723908208,2,0,0.243850625,0,5,0,28,10,3082,1037,39735,5840,3486.666667,0.820472613,3,33895,0.282052,0.323583467,514.8975113,0.357618789,0,55.0
40,112359,587,3,2,17,16731,48,2,2,2,311,0.585897441,3,0,0.11024757,1,4,0,25,21,1303,137,100017,17807,9363.25,0.873691784,3,82210,0.218231,0.227075151,533.5756158,0.090201118,1,50.4
30,69149,578,2,4,9,16981,72,3,1,4,465,0.131404813,1,1,0.16248224,0,5,0,28,24,620,1735,134364,5159,5762.416667,0.672249982,5,129205,0.242981,0.210149209,416.7944144,0.153025105,1,38.4
46,43543,570,1,3,26,23110,84,1,1,3,471,0.389016698,3,1,0.509205697,0,5,0,31,16,7813,887,34308,30666,3628.583333,0.793546472,5,3642,0.26311,0.279830837,629.7362535,0.303351516,0,59.0
45,37336,617,1,2,23,25744,60,1,0,1,292,0.059044767,2,1,0.512412038,0,1,0,31,26,6665,2438,117413,19754,3111.333333,0.951074896,3,97659,0.222244,0.222194445,714.237044,0.323410235,0,53.0
58,68002,601,1,1,35,34158,36,2,0,3,476,0.296679671,6,1,0.246480186,0,5,0,18,9,882,2334,26344,5402,5666.833333,0.810599861,4,20942,0.218658,0.217813675,1300.649221,0.313517112,0,50.0
55,36640,580,1,1,33,26461,48,2,2,1,254,0.078524962,5,2,0.360067608,0,2,0,26,27,2043,916,10583,277592,3053.333333,0.807408827,4,2477,0.231461,0.268557476,904.9800935,0.379578633,0,54.0
31,163693,588,1,3,11,17629,48,2,1,1,396,0.103938304,1,0,0.064696516,0,5,0,23,7,4476,492,106910,5876,13641.08333,0.800814177,5,101034,0.218629,0.224871565,560.0935416,0.070089268,1,35.2
49,30733,541,1,1,26,23810,24,2,5,1,445,0.047574228,2,1,0.113810064,0,2,0,35,3,1251,589,160709,29180,2561.083333,0.921619992,4,131529,0.22831,0.213112983,1227.136023,0.652901841,0,49.0
28,138416,526,1,2,4,19488,84,2,1,1,155,0.180103931,2,1,0.712838183,0,2,0,23,16,4800,986,15036,25614,11534.66667,0.567743888,3,1768,0.281488,0.30090743,558.4096553,0.061849178,0,55.0
48,82284,566,1,1,25,27351,60,2,3,2,480,0.235492302,4,0,0.19876879,0,5,0,21,2,1989,604,43851,6200,6857.0,0.662781117,1,37651,0.249351,0.277103545,846.8229377,0.193499043,0,53.0
33,103741,627,1,5,12,23562,36,3,1,1,290,0.118805582,4,1,0.49590615,0,2,0,18,20,3436,407,417516,5951,8645.083333,0.830664977,2,411565,0.195062,0.209441521,887.0244529,0.136149579,1,36.0
27,47512,539,1,4,3,17735,36,2,0,2,312,0.104332843,3,0,0.061400781,0,2,1,31,14,7829,299,105548,45832,3959.333333,0.839295337,5,59716,0.233235,0.250940226,706.0227273,0.257119732,0,54.0
43,46161,654,2,5,21,47939,24,3,0,2,633,0.279832738,4,3,0.141282616,0,2,0,27,26,956,1562,54709,35805,3846.75,0.843605241,6,18904,0.195939,0.230673115,2512.326246,0.817658087,0,48.0
18,41378,531,3,4,0,17909,84,2,1,3,373,0.265469556,3,1,0.68557262,0,1,0,26,1,1479,690,57622,8992,3448.166667,0.820766282,5,48630,0.277409,0.286592772,496.0261358,0.25202556,0,66.0
18,98911,470,1,5,0,32443,60,4,0,3,438,0.276393438,1,1,0.586981137,0,5,1,30,18,2130,1121,10917,8038,8242.583333,0.797422642,9,2879,0.302443,0.297952975,1045.565646,0.179987946,0,63.0
37,53318,498,1,3,14,37807,48,2,0,2,285,0.380134753,3,2,0.10713381,0,2,0,23,14,6728,2262,37772,7479,4443.166667,0.786561455,5,30293,0.283807,0.284852396,1328.173534,0.363068427,0,50.0
40,15696,593,1,3,18,20435,48,2,1,2,752,0.491256925,2,1,0.245969023,0,5,1,21,20,774,6346,308061,12470,1308.0,0.836141961,6,295591,0.218935,0.242731126,669.3076679,1.086626657,0,55.0
35,18711,591,2,1,16,17495,36,4,3,3,766,0.23326137,3,1,0.437037219,0,4,0,22,20,8517,2094,138260,49847,1559.25,0.762290527,5,88413,0.206995,0.248394,694.1130029,0.936420076,0,59.0
21,47605,396,1,2,0,12524,72,3,0,1,511,0.404803542,1,0,0.45358532,0,5,0,31,9,2368,667,136659,8003,3967.083333,0.792547218,5,128656,0.329524,0.305304516,381.0672516,0.224867283,0,55.0
30,60735,523,1,2,3,33400,48,4,3,2,243,0.485115625,6,1,0.213034597,0,4,0,23,26,3413,2009,106943,94283,5061.25,0.87461357,3,12660,0.2669,0.253002641,1113.048937,0.267927673,0,53.0
44,42971,587,1,3,25,45033,48,1,3,2,881,0.413053222,5,0,0.462612578,0,4,0,21,27,664,2783,65071,8275,3580.916667,0.924765724,4,56796,0.246533,0.267915098,1538.513227,0.675668677,0,56.0
46,29240,554,1,1,24,25013,24,2,2,3,489,0.405860645,0,3,0.051934421,0,5,0,24,28,2213,2620,25680,63757,2436.666667,0.800786938,4,1700,0.223013,0.184916657,1254.70179,0.71560949,0,53.0
39,27144,579,1,2,17,36436,60,1,2,3,221,0.294537355,5,1,0.158813721,0,3,0,17,12,3685,437,73667,22103,2262.0,0.660961629,7,51564,0.251936,0.233938498,1035.409564,0.555441894,0,50.0
53,64385,588,1,1,30,32409,12,2,0,3,244,0.557639738,1,0,0.38902045,0,2,0,26,23,3651,11255,103713,150327,5365.416667,0.509658522,6,1631,0.203409,0.195873662,2995.795084,0.603829168,0,55.0
44,68026,628,1,2,24,10049,48,2,1,2,177,0.159141816,4,0,0.191801576,0,3,0,22,5,8197,3746,100640,15474,5668.833333,0.864647671,3,85166,0.191049,0.187099155,298.9302167,0.083955585,1,36.8
31,125150,497,1,3,8,17749,72,2,3,4,278,0.367155686,2,0,0.667942638,0,4,0,29,14,2194,6529,168647,6820,10429.16667,0.671229657,6,161827,0.284249,0.251828487,480.1013184,0.072690498,1,41.6
36,24395,511,1,4,17,18205,24,1,0,3,298,0.215740243,3,0,0.227964792,0,5,0,24,16,5449,2922,26386,20971,2032.916667,0.670174611,7,5415,0.237705,0.258940418,979.8138727,0.628561856,0,54.0
23,75077,587,1,4,0,25660,36,2,2,1,985,0.473200149,2,1,0.187460593,0,4,0,26,22,1041,369,63656,22477,6256.416667,0.720719525,4,41179,0.21716,0.231423342,995.1960467,0.316506421,0,51.0
38,53349,588,1,1,17,17650,60,3,3,1,415,0.334588828,7,0,0.301007103,0,4,0,29,14,8652,2126,82340,132987,4445.75,0.822084501,7,2799,0.22865,0.215657711,483.1262304,0.202019059,0,54.0
53,109542,645,2,5,32,26392,60,2,3,2,286,0.471018698,2,0,0.223641206,0,5,0,17,17,17420,496,43652,11409,9128.5,0.712379608,5,32243,0.208892,0.202877172,703.458386,0.108392221,1,41.6
48,92051,527,1,5,24,22802,24,4,1,1,765,0.091474746,5,1,0.211803656,0,5,0,22,19,1123,309,109451,24095,7670.916667,0.748687787,6,85356,0.234302,0.217021658,1179.574663,0.253499646,1,38.4
56,36483,586,2,2,34,20289,48,3,0,2,219,0.154214221,0,0,0.063369164,0,1,0,26,7,3282,1448,79799,8440,3040.25,0.87429997,8,71359,0.222289,0.208633954,626.7732125,0.278191995,0,52.0
36,51526,582,1,4,13,37681,12,1,4,1,492,0.120178805,3,1,0.568105195,0,5,1,22,25,6363,2658,9021,281249,4293.833333,0.574728644,5,8169,0.211681,0.221043129,3528.621797,0.936371183,0,63.0
56,52413,470,1,1,32,17627,48,2,1,2,149,0.224061397,6,1,0.282352822,0,4,0,25,3,677,753,354814,2562,4367.75,0.913918411,4,352252,0.277627,0.226713031,561.8016094,0.16273862,1,39.2
37,25803,602,1,5,12,17879,48,3,2,3,285,0.191004662,2,0,0.159705232,0,3,0,22,16,179,1348,26985,34633,2150.25,0.82250137,4,7973,0.211879,0.229518092,572.576303,0.398826324,0,48.0
57,93218,608,1,3,37,27579,48,1,1,3,204,0.510162204,1,1,0.297722153,0,3,1,23,21,788,2375,19193,78077,7768.166667,0.655293482,6,1153,0.218579,0.242628191,903.1378238,0.142522409,0,55.0
39,15000,600,1,4,15,19613,12,2,0,3,418,0.335127421,7,3,0.052341992,0,1,0,18,29,1325,510,40881,4994,1250.0,0.817576538,8,35887,0.184613,0.172567277,1791.189217,1.767351374,0,49.0
48,23063,545,1,3,25,10803,24,1,4,3,451,0.25473979,7,1,0.416613245,0,5,0,35,4,1444,285,34469,23018,1921.916667,0.97880277,6,11451,0.213303,0.230181364,565.8861025,0.529099997,0,61.0
57,22831,581,1,2,35,21712,72,1,0,2,208,0.217798068,2,3,0.163352344,0,1,0,24,17,2882,1215,265636,30374,1902.583333,0.925203678,5,235262,0.246212,0.244662718,577.7693624,0.413001285,0,48.0
37,83759,534,2,3,17,17498,108,3,3,1,570,0.271914471,1,0,0.457757433,0,3,0,17,8,12713,11577,165020,138970,6979.916667,0.50484047,4,26050,0.295498,0.350533994,535.0082614,0.158312529,0,59.0
42,54954,603,2,3,18,19150,36,2,2,2,350,0.264261172,4,2,0.04831039,0,4,0,25,23,7016,3515,439976,17744,4579.5,0.600445828,8,422232,0.20265,0.204074691,715.6647039,0.232703287,1,35.2
55,48358,627,1,4,34,22800,60,3,2,2,538,0.185594648,2,1,0.281729612,0,2,0,26,17,17180,260,44041,13091,4029.833333,0.916282938,9,30950,0.2143,0.17144,568.4055845,0.274553683,0,49.0
38,49154,585,2,2,14,16450,24,1,4,2,597,0.080920204,4,1,0.079779404,0,4,0,28,1,1674,849,71249,6120,4096.166667,0.881750339,7,65129,0.19895,0.169799513,813.166785,0.344264992,0,55.0
24,54581,453,1,4,0,10613,48,2,1,3,503,0.367277537,3,2,0.443559768,0,5,0,13,18,120,3258,11916,34266,4548.416667,0.721111327,1,7320,0.279113,0.2232904,336.2727247,0.184519754,1,44.8
65,30106,522,2,2,41,13922,36,2,1,1,195,0.243383809,1,1,0.570242652,0,2,0,23,21,2992,223,170121,7072,2508.833333,0.693133585,5,163049,0.237922,0.263326249,563.395765,0.302290214,0,58.0
34,52979,515,2,4,9,22418,60,1,2,1,354,0.136058846,2,3,0.086894506,0,2,0,34,28,12961,1074,34060,11592,4414.916667,0.709602243,4,22468,0.269918,0.25226616,660.9796812,0.229897812,1,41.6
41,117802,594,1,2,20,30676,72,4,1,3,258,0.732070436,4,1,0.700776401,0,2,0,25,19,8114,1218,136075,94178,9816.833333,0.668701829,4,41897,0.248676,0.265305566,855.3668794,0.113414055,1,47.2
53,108499,544,1,1,29,18650,36,2,1,2,381,0.401998632,5,1,0.563501094,0,5,0,22,26,2344,634,522920,53316,9041.583333,0.403954998,5,469604,0.23165,0.230961531,722.8712901,0.122088273,1,41.6
32,82293,577,1,2,12,14657,60,1,0,2,264,0.368214008,2,2,0.325203219,0,2,0,24,26,770,451,245509,8009,6857.75,0.512449643,3,237500,0.231157,0.242661806,423.9196436,0.100312733,1,39.2
27,49314,602,1,1,5,19892,96,1,0,3,384,0.267175525,4,0,0.14739143,0,4,0,22,19,4809,558,664758,37527,4109.5,0.556448541,5,627231,0.253892,0.250920686,482.0580116,0.210745349,1,32.0
43,84999,520,2,4,17,20918,72,2,2,3,314,0.490932953,2,1,0.284690523,0,1,0,24,20,7010,1424,48699,16524,7083.25,0.775292107,7,32175,0.275918,0.310373782,643.3558687,0.135157713,0,55.0
18,56700,494,1,3,0,23154,72,2,0,3,689,0.03338436,1,0,0.373654423,0,2,1,32,4,1414,1031,999381,17370,4725.0,0.674385652,3,982011,0.291154,0.316350278,721.1550959,0.298445523,1,43.2
36,19607,527,1,2,11,32363,36,2,1,1,266,0.215174968,2,0,0.173821908,0,2,0,27,6,1449,1711,11377,12704,1633.916667,0.954067374,6,10205,0.253863,0.212125273,1222.812492,0.911192427,0,54.0
42,30978,547,1,2,17,34998,84,4,1,3,855,0.194635227,5,0,0.420929705,0,2,0,24,27,1394,1619,367586,100092,2581.5,0.796547496,6,267494,0.286498,0.293586809,985.6486349,0.71301516,0,50.0
36,59468,475,1,2,11,16892,24,2,0,4,161,0.108801141,3,2,0.455593622,0,4,0,21,6,1772,8559,61358,53495,4955.666667,0.685468649,5,7863,0.254392,0.283767011,930.4221227,0.220237194,0,57.0
21,30951,448,1,2,1,60000,60,1,1,1,452,0.462138937,2,0,0.183663807,0,2,0,33,19,630,613,74388,20991,2579.25,0.699128452,9,53397,0.341,0.349055069,2125.790102,0.999433983,0,50.0
59,36417,543,1,4,35,49008,36,3,0,4,308,0.088627173,6,2,0.169079272,0,4,0,24,26,1589,651,290118,3604,3034.75,0.752339089,2,286514,0.262508,0.283386727,2036.124212,0.772427453,0,44.0
41,112417,587,1,3,19,56531,48,2,3,1,156,0.274680159,2,0,0.381646347,0,1,0,17,11,2240,316,108615,7329,9368.083333,0.922573923,6,101286,0.258031,0.231893507,1817.771441,0.210691064,0,49.0
57,61932,612,1,2,32,11892,120,2,2,4,650,0.432276369,2,3,0.589199684,0,1,0,25,25,2173,286,61301,60476,5161.0,0.91224574,6,7087,0.260892,0.241718637,263.6225224,0.177024321,0,56.0
36,34698,603,2,1,17,22114,72,2,0,3,581,0.09618476,3,1,0.178717537,0,2,0,38,14,2536,932,41604,6162,2891.5,0.781343246,5,35442,0.235614,0.278540778,634.9935748,0.420540749,0,50.0
29,20302,596,1,3,6,38901,12,1,0,1,431,0.094418441,1,1,0.29582915,0,4,0,28,19,3527,4279,57735,41522,1691.833333,0.361667606,8,16213,0.205901,0.193165095,3590.861908,2.377221106,0,53.0
43,33945,631,1,1,20,24358,84,2,0,2,300,0.198521714,5,0,0.230847793,0,4,0,27,20,1722,1153,45525,25265,2828.75,0.620291399,4,20260,0.233858,0.256547846,626.7748878,0.327627004,0,49.0
37,44076,502,1,2,18,19801,72,2,0,2,501,0.440988979,0,1,0.526744193,0,4,0,24,17,4603,1085,34532,44300,3673.0,0.957154773,3,4036,0.283801,0.266564415,553.6843583,0.287145211,0,60.0
25,25513,569,2,3,4,28497,60,2,2,2,278,0.069772272,4,2,0.210221626,0,3,0,22,23,6849,1413,131368,9970,2126.083333,0.812096888,3,121398,0.248997,0.255673817,845.9302651,0.528638858,0,52.0
57,30076,651,3,4,38,23690,24,2,0,2,239,0.318559909,3,0,0.407556235,0,4,0,28,23,2803,75,80146,23114,2506.333333,0.848356118,7,57032,0.17319,0.156740922,1156.250427,0.55668989,0,52.0
32,125180,607,1,3,11,11883,60,4,0,2,414,0.062877963,3,2,0.177173539,0,1,0,20,10,6029,535,31519,35877,10431.66667,0.891328854,9,9467,0.213383,0.206836962,319.3643608,0.070301744,1,35.2
18,83761,517,1,1,0,16616,60,3,1,2,460,0.511295269,2,1,0.018057591,0,1,0,23,24,1560,5257,57510,18200,6980.083333,0.963491303,5,39310,0.263116,0.284769535,522.1443393,0.140706678,0,50.0
55,43242,595,1,3,32,26431,12,2,3,1,1215,0.313511777,4,1,0.313620402,0,2,1,18,9,15412,1329,104786,41897,3603.5,0.903069511,6,62889,0.193931,0.19442353,2441.373997,1.014672956,0,60.0
33,16269,551,1,1,10,22668,36,1,2,2,376,0.181988879,7,2,0.239376044,0,3,0,22,9,4305,895,164746,12190,1355.75,0.955915963,8,152556,0.232168,0.21669663,861.8321863,0.913023925,0,50.0
32,15000,542,1,1,12,5549,48,1,1,2,468,0.318398913,2,1,0.1719924,0,3,0,16,5,1428,671,287787,4443,1250.0,0.433637301,3,283344,0.229549,0.196419956,167.8014597,0.508641168,0,48.0
18,30450,451,1,2,0,12445,72,4,0,3,279,0.152968927,3,2,0.271483488,0,1,0,28,3,2169,4191,277205,36562,2537.5,0.746346047,3,240643,0.301945,0.291441614,367.5581713,0.25480125,0,51.0
60,15000,530,1,3,38,39463,36,1,2,2,274,0.060444713,7,0,0.291310039,0,5,0,25,17,1980,584,14793,12423,1250.0,0.5500017,4,2370,0.259463,0.24393162,1556.404195,1.464323356,0,53.0
24,23706,558,1,1,1,15620,48,2,5,2,302,0.494898572,1,0,0.145727896,0,1,0,22,8,4037,592,89217,20645,1975.5,0.902142009,5,68572,0.23162,0.270475404,535.9114063,0.42415156,0,52.0
40,15000,593,1,1,16,53752,48,1,3,3,490,0.530899191,4,1,0.071642122,0,2,1,18,14,3731,161,149438,4764,1250.0,0.839815987,7,144674,0.252252,0.262430214,1819.729634,1.847783707,0,55.0
50,50425,567,2,3,29,40781,48,3,3,4,532,0.093139065,3,0,0.245196958,0,3,0,20,3,6271,2998,13724,117227,4202.083333,0.910836728,4,7650,0.252281,0.204240738,1250.213479,0.424126163,0,57.0
45,60701,605,1,2,22,27047,36,4,1,3,367,0.156615717,2,0,0.071130949,0,5,0,23,12,4325,724,102325,16863,5058.416667,0.965634436,7,85462,0.209547,0.202624449,1008.783888,0.271979154,0,44.0
39,40069,536,3,3,16,22501,24,1,4,1,1051,0.150754421,1,2,0.231808449,0,1,0,28,8,15797,633,41392,188397,3339.083333,0.706005516,4,8413,0.229501,0.212562406,1159.062459,0.661877,0,56.0
19,125882,504,1,1,0,26768,24,1,0,3,124,0.6341953,2,2,0.028659382,0,1,0,26,11,2075,275,23591,19998,10490.16667,0.831396863,3,3593,0.249768,0.224531965,1394.672437,0.144771049,1,40.0
30,29870,475,1,3,6,37259,48,2,1,3,939,0.26638314,1,1,0.464770654,0,2,1,30,11,855,453,119746,12482,2489.166667,0.925040368,7,107264,0.294759,0.290416777,1320.860111,0.907878183,0,60.0
42,181004,637,1,5,19,8641,24,2,3,2,667,0.206008972,3,2,0.136972332,0,5,0,22,18,7450,853,42053,5850,15083.66667,0.852769162,6,36203,0.165141,0.151466971,419.5756366,0.072036572,1,36.0
30,49438,552,1,3,8,12873,60,1,0,2,287,0.615336618,1,0,0.183523419,0,4,0,27,10,3863,2617,135717,609,4119.833333,0.91757704,4,135108,0.241873,0.265466002,389.6002632,0.164230008,0,49.0
42,154858,632,1,1,20,36243,60,1,1,2,1189,0.089006195,2,0,0.185726686,0,5,1,23,16,13677,1507,28296,23215,12904.83333,0.932151822,6,5081,0.225243,0.2702916,1107.323626,0.177942912,0,50.0
48,17078,641,1,2,24,17407,48,2,0,3,177,0.444592819,3,0,0.555810016,0,1,0,31,20,942,394,31318,22238,1423.166667,0.875982233,4,9080,0.191907,0.193414881,523.6132792,0.492291799,0,58.0
51,36475,668,1,4,27,30149,24,1,0,1,577,0.389755262,3,1,0.16060624,0,5,0,23,27,490,743,51719,8759,3039.583333,0.781762735,8,42960,0.171149,0.177137991,1500.995875,0.683644976,0,45.0
66,158837,640,1,2,41,10481,36,1,0,2,1353,0.240740598,2,1,0.543159977,0,4,0,18,29,1020,5443,25869,4013,13236.41667,0.871984412,8,21856,0.175481,0.179426201,378.6116348,0.130821783,1,42.4
53,95931,649,1,4,33,12414,60,2,3,3,384,0.211189124,3,2,0.336521286,0,3,0,25,11,2399,268,120639,35036,7994.25,0.622436567,5,85603,0.192914,0.202544695,330.655247,0.089396159,1,38.4
44,153246,559,1,4,21,7704,60,1,0,2,366,0.031826742,2,1,0.141971216,1,5,0,33,15,6950,825,68792,17050,12770.5,0.906302137,8,51742,0.233204,0.244046861,223.4417349,0.046156512,1,45.6
57,97783,646,1,2,36,8768,36,2,3,2,193,0.094321405,3,0,0.283579923,1,5,0,24,12,3393,6320,64525,44334,8148.583333,0.802644232,3,20191,0.170768,0.185325087,319.3313367,0.06287367,1,47.2
35,81060,609,2,1,14,14902,48,2,1,3,729,0.568363839,3,2,0.549303121,0,2,0,23,28,1122,249,23394,31155,6755.0,0.874848644,2,8516,0.205402,0.173711924,432.86498,0.172000737,1,46.4
61,131236,661,1,2,38,34223,60,2,1,1,329,0.596198383,3,0,0.138187284,0,4,0,29,2,725,3094,97652,8767,10936.33333,0.754635771,4,88885,0.208723,0.214973477,935.4473984,0.115618952,1,36.0
42,83762,611,1,2,17,30397,24,1,1,1,351,0.265991683,3,2,0.093800103,0,4,0,18,26,366,1235,65223,13756,6980.166667,0.738481627,8,51467,0.199897,0.193724601,1537.777016,0.270591965,1,35.2
33,18358,512,1,1,12,17254,72,2,4,2,183,0.185704958,2,0,0.20778873,0,4,0,29,24,1932,1852,695564,77931,1529.833333,0.876429942,7,617633,0.276254,0.276725657,493.4642019,0.442181633,1,36.0
38,44853,608,1,2,18,14512,72,4,1,4,252,0.250110011,2,5,0.069217025,0,2,0,26,8,4572,829,303725,18723,3737.75,0.808881082,6,285002,0.225512,0.214127385,359.5889131,0.163624885,1,34.4
32,46223,557,1,4,11,14318,36,1,3,1,641,0.166688674,1,1,0.186574179,0,4,0,31,21,3005,2785,247983,15864,3851.916667,0.971296484,9,232119,0.220818,0.231466923,555.3410917,0.310583326,1,36.8
18,84709,585,1,4,0,33776,60,3,0,3,311,0.059339426,0,2,0.210463952,0,4,0,26,23,858,4001,23404,19743,7059.083333,0.587309078,4,3661,0.246276,0.220786315,934.3670332,0.176420503,1,40.0
42,62554,518,1,5,21,13308,72,3,0,4,580,0.197527753,4,0,0.05265786,0,5,1,23,26,4179,1304,373457,53638,5212.833333,0.910406106,3,319819,0.269308,0.244120452,353.6937038,0.179114436,1,39.2
36,42354,549,1,4,14,11736,60,4,2,2,349,0.042757614,8,1,0.254862261,0,2,0,25,23,6678,1284,12917,43418,3529.5,0.592962681,4,10137,0.242236,0.241249436,338.4725026,0.194779006,1,41.6
45,84573,547,1,1,22,9843,60,1,3,2,418,0.417587619,2,0,0.499370759,0,4,0,25,27,2457,10530,966563,10412,7047.75,0.693164796,6,956151,0.241343,0.257895625,293.4790233,0.100951229,1,38.4
51,87035,580,1,3,30,11408,48,1,2,4,204,0.268941879,1,1,0.254906846,0,2,0,32,28,564,1779,20300,86097,7252.916667,0.934123064,5,8670,0.216408,0.243847977,374.3527194,0.079740709,1,40.8
53,125304,635,1,1,27,8630,48,1,0,2,484,0.211265091,3,1,0.260514304,0,5,0,25,3,300,235,117981,29672,5928.583333,0.760932408,6,88309,0.18613,0.19722555,261.3400213,0.125719751,1,38.4
30,116551,595,1,2,6,19151,36,1,1,2,591,0.164185231,2,0,0.062261756,0,4,0,21,7,1377,300,215310,8322,9712.583333,0.806288325,2,206988,0.206651,0.205811446,717.4032308,0.134712176,1,36.0
26,81595,419,1,2,5,11681,60,2,0,3,180,0.558859552,4,1,0.567284027,0,1,0,24,16,5514,1661,196683,15410,6799.583333,0.561605863,8,181273,0.307181,0.27514022,360.2805321,0.079457888,1,43.2
52,90747,579,3,4,27,10807,36,1,0,1,278,0.433648925,4,1,0.056759908,0,2,0,27,12,1282,1216,107204,43384,7562.25,0.894089098,2,63820,0.206307,0.216288862,410.6522995,0.091064471,1,40.8
43,118652,659,1,4,21,37887,36,4,0,3,583,0.074994714,4,2,0.330050736,0,5,0,24,2,2621,6511,81245,8078,9887.666667,0.810206498,10,73167,0.193387,0.182744417,1374.927486,0.198017141,1,38.4
52,110170,582,1,3,30,13356,48,4,3,3,612,0.350157106,3,2,0.585771455,0,5,0,27,18,6704,2066,61482,33711,9180.833333,0.653097389,8,27771,0.217356,0.226921477,425.8298741,0.113043101,1,45.6
60,147173,606,1,4,37,8863,60,2,1,2,365,0.141749553,2,1,0.324778408,0,4,0,26,15,2089,370,54987,3985,12264.41667,0.965124386,3,51002,0.210863,0.190093599,229.9567534,0.048510807,1,36.8
44,80525,628,1,2,22,32530,48,4,0,2,249,0.105350096,2,0,0.284633443,0,4,0,23,14,7156,201,401567,1701,6710.416667,0.7584601,9,399866,0.21353,0.210655338,1008.461037,0.187389413,1,32.8
